,node,cluster
1,genome_block_9150|Ga0257077_10319054:1-10119,NA
494,genome_block_35985|ODLM01000483.1:1-12051,NA
495,genome_block_34786|QWCE01000196.1:65258-85287,NA
496,genome_block_36453|ODOK01008038.1:1-11060,NA
497,genome_block_34785|QWCC01006067.1:1-10776,NA
498,genome_block_37170|OHCL01006770.1:1-11651,203
499,genome_block_36943|OODH01024208.1:1-11053,NA
500,genome_block_37177|OHDH01004037.1:1-13268,70
501,genome_block_34738|QRMN01000079.1:6354-26383,216
502,genome_block_34738|QRMN01000079.1:6136-26165,216
503,genome_block_34738|QRMN01000079.1:5670-25699,216
504,genome_block_37875|OLXR01002826.1:1-14489,NA
505,genome_block_37613|OJNJ01026422.1:1-10202,218
506,genome_block_36267|OBKU01006539.1:1-10639,NA
507,genome_block_34735|QSJM01000075.1:13075-33104,NA
508,genome_block_34735|QSJM01000075.1:12738-32767,NA
509,genome_block_37260|OHMJ01000214.1:1-10189,NA
510,genome_block_37169|OHCA01000538.1:1-13250,172
511,genome_block_35017|RRZU012361610.1:1-11704,NA
512,genome_block_38299|ULWL01017802.1:1-11336,NA
513,genome_block_38299|ULWL01017802.1:1-10999,NA
514,genome_block_38299|ULWL01017802.1:1-10781,NA
515,genome_block_37304|OHSH01001773.1:1-15882,NA
516,genome_block_37304|OHSH01001773.1:1-15664,NA
517,genome_block_37017|OGQT01010501.1:1-13444,NA
518,genome_block_37017|OGQT01010501.1:1-13226,NA
519,genome_block_38159|ULNC01016094.1:1-13526,NA
520,genome_block_36985|OGPG01006546.1:1-14154,NA
521,genome_block_36985|OGPG01006546.1:1-14153,NA
522,genome_block_36985|OGPG01006546.1:1-13570,NA
523,genome_block_36935|OOCP01019935.1:1-11785,NA
524,genome_block_37425|OKYP01001168.1:1-14808,NA
525,genome_block_37675|OJSI01000571.1:2339-22368,NA
526,genome_block_38346|ULZV01011588.1:1-11423,134
527,genome_block_37020|OGUL01019089.1:1-10368,134
528,genome_block_36156|OAUM01003835.1:1-10380,134
529,genome_block_38250|ULTQ01020563.1:1-11209,NA
530,genome_block_37859|OLWM01008920.1:1-10155,NA
531,genome_block_37859|OLWM01008920.1:1-10154,NA
532,genome_block_38500|UMKX01076760.1:1-10191,134
533,genome_block_37853|OLWF01016405.1:1-10551,NA
534,genome_block_35644|VKLW01000001.1:78230-98259,NA
535,genome_block_35223|SLXB01000030.1:13058-33087,NA
536,genome_block_37846|OLVY01013477.1:1-10062,51
537,genome_block_36769|OCQK01003487.1:1-11067,51
538,genome_block_38001|OWIY01026811.1:1-10972,NA
539,genome_block_34355|PPYE01681092.1:12383-32411,NA
540,genome_block_38137|ULKB01011608.1:1-11473,NA
541,genome_block_38276|ULUW01024072.1:1-12915,231
542,genome_block_38134|ULJM01003705.1:1-11911,231
543,genome_block_37978|OQVH01007897.1:1-12987,231
544,genome_block_36167|OAVX01002514.1:1-12067,231
545,genome_block_38305|ULWS01024072.1:1-11285,NA
546,genome_block_37129|OGZP01032469.1:1-10793,NA
547,genome_block_37386|OKVC01031673.1:1-10680,51
548,genome_block_38456|UMHS01051177.1:1-13271,202
549,genome_block_37294|OHRL01005604.1:1-11693,NA
550,genome_block_34348|PPYE01321831.1:1-16379,NA
551,genome_block_34348|PPYE01321831.1:1-15536,NA
552,genome_block_38263|ULUI01082350.1:1-11150,NA
553,genome_block_37948|OMGW01012401.1:1-10216,NA
554,genome_block_34347|PPYE01265672.1:1-10931,NA
555,genome_block_38151|ULMK01043082.1:5736-25765,51
556,genome_block_37926|OMEK01000296.1:6509-26538,51
557,genome_block_37847|OLWB01000236.1:33369-53398,51
558,genome_block_37798|OLQV01000028.1:1-14616,51
559,genome_block_37388|OIEB01001080.1:1-14905,51
560,genome_block_37385|OIDP01000020.1:35389-55418,51
561,genome_block_37384|OIDM01001101.1:1-14780,51
562,genome_block_37380|OIDA01000051.1:35445-55474,51
563,genome_block_37380|OICZ01000004.1:92703-112732,51
564,genome_block_37377|OICV01000007.1:92609-112638,51
565,genome_block_37348|OHYL01000054.1:10083-30112,51
566,genome_block_37340|OHXK01000005.1:3879-23908,51
567,genome_block_37339|OHWU01000059.1:9271-29300,51
568,genome_block_37334|OHWE01000018.1:92648-112677,51
569,genome_block_37333|OHVW01000578.1:1-15025,51
570,genome_block_37146|OHAJ01020285.1:1-10871,NA
571,genome_block_38418|UMFI01027716.1:1-10328,NA
572,genome_block_38404|UMEA01028811.1:1-10472,NA
573,genome_block_38312|ULXE01039745.1:1-10568,NA
574,genome_block_38137|ULKB01018017.1:1-10559,NA
575,genome_block_38135|ULJT01028872.1:1-10595,NA
576,genome_block_34802|QWCH01067396.1:1-10749,NA
577,genome_block_38500|UMKZ01039328.1:1-11432,NA
578,genome_block_37121|OGZO01055809.1:1-10731,NA
579,genome_block_37682|OJSO01010760.1:1-11870,NA
580,genome_block_37866|OLXI01007256.1:1-12250,NA
581,genome_block_38153|ULMM01031702.1:1-11350,NA
582,genome_block_37997|OWIL01006214.1:1-12383,NA
583,genome_block_37069|OGWW01005618.1:1-10560,NA
584,genome_block_37065|OKRT01004117.1:1-10497,NA
585,genome_block_36929|OOCL01004502.1:1-11985,NA
586,genome_block_34333|PPYF01157193.1:1-10878,NA
587,genome_block_36985|OGPG01012416.1:1-10063,NA
588,genome_block_38707|NODE_4682_length_2401_cov_2.465899:1-11884,134
589,genome_block_38443|UMHA01059427.1:1-10117,134
590,genome_block_38272|ULUZ01006378.1:1-11274,134
591,genome_block_38156|ULMV01049868.1:1-11169,134
592,genome_block_37867|OLXE01010254.1:1-11555,134
593,genome_block_37100|OGXZ01040913.1:1-10720,134
594,genome_block_37038|OGRM01031787.1:1-10985,134
595,genome_block_35964|FZNZ01000062.1:1-18309,NA
596,genome_block_34236|CP023864.1:250340-270369,NA
597,genome_block_35964|FZNZ01000022.1:57011-77040,NA
598,genome_block_34236|CP023863.1:1062755-1082784,NA
599,genome_block_36110|ODJR01004109.1:1-12833,NA
600,genome_block_37102|OGYM01027518.1:1-10960,NA
601,genome_block_34175|PDWI01014915.1:1-15454,NA
602,genome_block_34175|PDWI01014915.1:1-11652,NA
603,genome_block_34174|PDWI01004837.1:2777-22804,NA
604,genome_block_34172|PDWJ01003503.1:3385-23412,NA
605,genome_block_38023|UGTJ01000001.1:54248-74277,NA
606,genome_block_36617|OBYZ01000358.1:1-15087,NA
607,genome_block_36617|OBYZ01000358.1:1-14244,NA
608,genome_block_34078|NSLX01000018.1:25438-45467,NA
609,genome_block_34078|NSLX01000018.1:20953-40982,NA
610,genome_block_34064|NLYI01000142.1:1-11613,NA
611,genome_block_33963|DEFX01000017.1:37619-57648,NA
612,genome_block_35964|FZNZ01000057.1:1-19708,NA
613,genome_block_34170|CP024591.1:249192-269221,NA
614,genome_block_34170|CP024591.1:249074-269103,NA
615,genome_block_34170|CP024591.1:248840-268869,NA
616,genome_block_38464|UMII01027992.1:1-13035,NA
617,genome_block_38195|ULQE01013090.1:1-11508,NA
618,genome_block_37709|OKMM01000974.1:1-12997,NA
619,genome_block_37709|OKMM01000974.1:1-12931,NA
620,genome_block_33790|NFZJ01006142.1:1-10693,NA
621,genome_block_38255|ULTX01085001.1:51653-71682,NA
622,genome_block_33786|NFYX01006344.1:1-17171,NA
623,genome_block_38301|ULWM01020731.1:1-10524,NA
624,genome_block_36943|OODH01008779.1:1-10866,NA
625,genome_block_9845|Ga0209417_1013861:1-14640,NA
626,genome_block_871|Ga0154552_1067:8063-28090,NA
627,genome_block_33517|MENU01000154.1:1-10837,NA
628,genome_block_33516|MEOD01000067.1:8063-28090,NA
629,genome_block_33863|MKFL01000165.1:1-11056,257
630,genome_block_37153|OHAU01002634.1:5249-25278,NA
631,genome_block_33301|LBGT01000066.1:1-11672,NA
632,genome_block_38285|ULVN01057927.1:1-11382,NA
633,genome_block_33135|CDZH01075482.1:1-10507,NA
634,genome_block_38246|ULTJ01020837.1:1-11197,181
635,genome_block_37303|OHSG01029784.1:1-10625,51
636,genome_block_38455|UMHR01003631.1:51792-71821,134
637,genome_block_33129|CEAQ01020427.1:1-11932,NA
638,genome_block_33128|CEAH01053386.1:1-11450,NA
639,genome_block_37062|OGWU01041472.1:1-10983,NA
640,genome_block_38388|UMCW01045660.1:1-11607,NA
641,genome_block_37807|OLRI01000010.1:8924-28953,NA
642,genome_block_37872|OLXS01006420.1:1-11928,NA
643,genome_block_33126|CEAA01015423.1:1-10970,NA
644,genome_block_37284|OHPY01000599.1:1-13867,186
645,genome_block_37284|OHPY01000599.1:1-10212,186
646,genome_block_37190|OHEM01001769.1:1-13620,186
647,genome_block_37427|OKZN01012098.1:1-10727,NA
648,genome_block_36943|OODH01011975.1:1-11893,NA
649,genome_block_33124|CDYJ01014828.1:1-10858,NA
650,genome_block_36935|OOCP01008639.1:1-11664,NA
651,genome_block_38292|ULVW01073313.1:12662-32691,172
652,genome_block_38292|ULVW01073313.1:12325-32354,172
653,genome_block_38292|ULVW01073313.1:12107-32135,172
654,genome_block_38135|ULJT01034289.1:1-14133,NA
655,genome_block_38135|ULJT01034289.1:1-13796,NA
656,genome_block_38135|ULJT01034289.1:1-13112,NA
657,genome_block_37925|OMED01000321.1:16274-36303,172
658,genome_block_37925|OMED01000321.1:15937-35966,172
659,genome_block_35924|LT700192.1:380772-400801,NA
660,genome_block_34353|PPYE01560801.1:1-13711,NA
661,genome_block_34353|PPYE01560801.1:1-10377,NA
662,genome_block_36521|ODHT01020250.1:1-11635,NA
663,genome_block_36521|ODHT01020250.1:1-10100,NA
664,genome_block_36521|ODHT01020250.1:1-10099,NA
665,genome_block_33128|CEAH01055508.1:1-11963,NA
666,genome_block_33121|CEAF01048907.1:1-11372,NA
667,genome_block_36947|OODS01012374.1:1-10311,134
668,genome_block_33120|CEAC01024825.1:1-10604,NA
669,genome_block_37299|OHRQ01002555.1:1-14275,NA
670,genome_block_37241|OHKU01013557.1:1-10885,161
671,genome_block_37241|OHKU01013557.1:1-10884,161
672,genome_block_37254|OHLY01000583.1:12082-32111,269
673,genome_block_38492|UMKM01051272.1:1-18305,NA
674,genome_block_38492|UMKM01051272.1:1-14650,NA
675,genome_block_36972|OGOK01007213.1:1-11506,NA
676,genome_block_36972|OGOK01007213.1:1-10416,NA
677,genome_block_37402|OIET01008764.1:1-10755,181
678,genome_block_36911|ONZY01000319.1:35446-55473,181
679,genome_block_36911|ONZY01000319.1:34893-54922,181
680,genome_block_33120|CEAC01026525.1:1-10173,181
681,genome_block_37772|OLPK01005139.1:1-13515,NA
682,genome_block_37218|OHHU01002657.1:1-10625,NA
683,genome_block_36199|OBCZ01000074.1:3675-23704,172
684,genome_block_36199|OBCZ01000074.1:3338-23367,172
685,genome_block_36199|OBCZ01000074.1:3120-23148,172
686,genome_block_37135|OHAA01011966.1:1-10076,202
687,genome_block_38402|UMDY01030807.1:1-13719,NA
688,genome_block_37247|OHKZ01006230.1:1-10086,NA
689,genome_block_37446|OIKS01012515.1:1-10513,NA
690,genome_block_37334|OHWD01017895.1:1-10957,51
691,genome_block_38321|ULXR01023216.1:1-13728,NA
692,genome_block_38320|ULXQ01011680.1:1-10631,NA
693,genome_block_38184|ULPP01018665.1:1-12310,NA
694,genome_block_38158|ULNA01000391.1:1-14706,NA
695,genome_block_37931|OMEZ01000023.1:1-14198,NA
696,genome_block_37902|OMBM01001873.1:1-14474,NA
697,genome_block_37889|OLZM01000087.1:1-11864,NA
698,genome_block_37884|OLYU01000019.1:1-13042,NA
699,genome_block_37868|OLXJ01002220.1:1-15282,NA
700,genome_block_37865|OLXA01002213.1:1-13888,NA
701,genome_block_37862|OLWZ01002661.1:1-14498,NA
702,genome_block_37862|OLWY01002128.1:1-15954,NA
703,genome_block_37859|OLWM01002217.1:1-14148,NA
704,genome_block_37858|OLWT01003041.1:1-14481,NA
705,genome_block_37785|OMNT01006885.1:1-12516,NA
706,genome_block_37770|OLPI01006750.1:1-14632,NA
707,genome_block_37386|OKVC01001622.1:1-11787,NA
708,genome_block_37384|OIDK01014431.1:1-10389,NA
709,genome_block_37382|OIDU01005774.1:1-10876,NA
710,genome_block_37381|OKVB01001906.1:1-15897,NA
711,genome_block_37378|OIDC01001921.1:1-14361,NA
712,genome_block_37355|OHZL01002936.1:1-10131,NA
713,genome_block_37349|OHYU01002490.1:1-13346,NA
714,genome_block_37342|OHXZ01001649.1:1-12856,NA
715,genome_block_37331|OHVU01001180.1:1-14770,NA
716,genome_block_37210|OHHH01002467.1:1-13828,NA
717,genome_block_37188|OHEJ01002711.1:1-10933,NA
718,genome_block_37091|OKRS01004395.1:1-13795,NA
719,genome_block_33135|CDTY01031086.1:1-14200,NA
720,genome_block_33106|CEAD01022523.1:1-13740,NA
721,genome_block_33104|CDZX01018311.1:1-13941,NA
722,genome_block_38397|UMDO01019237.1:1-11121,NA
723,genome_block_37471|OLEV01004930.1:1-11812,NA
724,genome_block_38388|UMCV01021637.1:1-12250,134
725,genome_block_38388|UMCV01021637.1:1-11415,134
726,genome_block_38214|ULRH01026101.1:1-10204,NA
727,genome_block_38207|ULQW01074639.1:1-10101,NA
728,genome_block_38156|ULMW01001418.1:1-14834,NA
729,genome_block_37607|OJMK01001567.1:1-11059,NA
730,genome_block_36216|OBJF01007934.1:1-11721,NA
731,genome_block_38298|ULWF01073641.1:1-10795,NA
732,genome_block_37290|OHQS01002237.1:1-11586,269
733,genome_block_37280|OHPP01000225.1:38035-58064,269
734,genome_block_36946|OODI01012384.1:1-10470,134
735,genome_block_33100|CEBV01023309.1:1-10407,181
736,genome_block_37295|OHRM01003366.1:1-10035,161
737,genome_block_32897|CYGL01007285.1:1-11097,NA
738,genome_block_34802|QWCH01064889.1:1-10525,NA
739,genome_block_35990|ODEI01020471.1:1-11082,NA
740,genome_block_38308|ULWY01038817.1:1-10399,134
741,genome_block_38472|UMIX01032803.1:1-10386,NA
742,genome_block_38392|UMDC01021847.1:1-10792,NA
743,genome_block_37371|OICE01010259.1:1-10510,NA
744,genome_block_37267|OHNY01004769.1:1-10616,NA
745,genome_block_37221|OHIN01016090.1:1-10260,NA
746,genome_block_38428|UMGB01041597.1:1-14373,NA
747,genome_block_32856|CXDM01000155.1:1-12894,NA
748,genome_block_35651|BKCA01000393.1:1-11741,280
749,genome_block_35126|RIZM01000187.1:1-12271,280
750,genome_block_37483|OISZ01000770.1:1-13636,216
751,genome_block_37483|OISZ01000770.1:1-13081,216
752,genome_block_37432|OLAF01001688.1:1-13322,216
753,genome_block_37432|OLAF01001688.1:1-12856,216
754,genome_block_37432|OLAF01001688.1:1-12301,216
755,genome_block_37107|OGYL01001726.1:1-14627,216
756,genome_block_37100|OGYC01001524.1:5547-25576,216
757,genome_block_37100|OGYC01001524.1:5210-25239,216
758,genome_block_37088|OGXO01005874.1:1-10225,216
759,genome_block_37078|OGXI01007315.1:1-11329,216
760,genome_block_37078|OGXI01007315.1:1-10992,216
761,genome_block_37078|OGXI01007315.1:1-10774,216
762,genome_block_37078|OGXI01007315.1:1-10308,216
763,genome_block_37076|OKSB01006007.1:1-14474,216
764,genome_block_37076|OKSB01006007.1:1-14137,216
765,genome_block_37076|OKSB01006007.1:1-13919,216
766,genome_block_37076|OKSB01006007.1:1-13453,216
767,genome_block_34732|QRZC01000049.1:14505-34534,216
768,genome_block_34732|QRZC01000049.1:14168-34197,216
769,genome_block_32806|KQ236962.1:1-11138,216
770,genome_block_32806|KQ236962.1:1-10801,216
771,genome_block_37557|OJAB01000748.1:1-11466,NA
772,genome_block_32714|JVYU01002345.1:1-11139,NA
773,genome_block_35528|CP029841.1:60817-80846,257
774,genome_block_34403|PQIN01000073.1:1-11888,257
775,genome_block_33871|NLKW01000172.1:1-11784,257
776,genome_block_9825|Ga0209211_10009224:958-20986,NA
777,genome_block_32524|LBQX01000008.1:9024-29052,NA
778,genome_block_37979|OQVL01041084.1:1-10188,NA
779,genome_block_35665|VNJG01000056.1:1338-21367,257
780,genome_block_37144|OHAH01007872.1:1-10795,257
781,genome_block_38326|ULXY01071441.1:1-10860,218
782,genome_block_35126|RIZN01000130.1:13290-33319,280
783,genome_block_34981|RQUP01000061.1:1-13343,280
784,genome_block_34604|NSAS01000142.1:51935-71964,280
785,genome_block_34522|QGJI01000078.1:1-10218,280
786,genome_block_34430|PGJY01000047.1:7284-27313,280
787,genome_block_34370|PTNI01000018.1:1-11581,280
788,genome_block_34370|PTMV01000043.1:1-19497,280
789,genome_block_32457|JWKG01000081.1:6348-26377,280
790,genome_block_38756|Contig_8_39.794:110714-130743,NA
791,genome_block_35367|BFZA01000106.1:16060-36089,NA
792,genome_block_34391|JZQJ01000052.1:16198-36227,NA
793,genome_block_34391|JZPU01000238.1:28191-48220,NA
794,genome_block_34390|JZNV01000155.1:29351-49380,NA
795,genome_block_34389|JZMX01000038.1:1-11322,NA
796,genome_block_34083|NMED01000006.1:97498-117527,NA
797,genome_block_32439|JUBR01000004.1:16449-36478,NA
798,genome_block_32410|JRFD01000011.1:35847-55876,NA
799,genome_block_35927|FUFH01000018.1:52639-72668,NA
800,genome_block_35927|FUFH01000018.1:52639-72666,NA
801,genome_block_32410|JRAQ01000019.1:4609-24638,NA
802,genome_block_32410|JRAQ01000019.1:1-15656,NA
803,genome_block_32410|JRAQ01000019.1:1-15226,NA
804,genome_block_32410|JRAQ01000019.1:1-14173,NA
805,genome_block_32410|JRAQ01000019.1:1-14055,NA
806,genome_block_32410|JRAQ01000019.1:1-14054,NA
807,genome_block_37295|OHRM01002255.1:1-15354,186
808,genome_block_37295|OHRM01002255.1:1-11297,186
809,genome_block_35460|SQIG01000025.1:1-12050,257
810,genome_block_32275|JGDJ01000125.1:17007-37036,NA
811,genome_block_37520|OIWO01001695.1:1-15407,NA
812,genome_block_32450|JUKA01000061.1:1-10573,NA
813,genome_block_32211|AYQM01000059.1:12718-32747,NA
814,genome_block_38102|UJLP01000048.1:1-12938,280
815,genome_block_35927|FUFH01000018.1:47802-67831,NA
816,genome_block_35644|VKLW01000001.1:70988-91016,NA
817,genome_block_35644|VKLW01000001.1:67555-87584,NA
818,genome_block_35644|VKLW01000001.1:64705-84734,NA
819,genome_block_32184|KI260053.1:1-13935,NA
820,genome_block_37361|OIAK01005506.1:1-11709,NA
821,genome_block_35927|FUFH01000018.1:31836-51865,NA
822,genome_block_35927|FUFH01000018.1:24657-44686,NA
823,genome_block_35927|FUFH01000018.1:20436-40465,NA
824,genome_block_35264|SFUR01000103.1:1-14143,NA
825,genome_block_34817|QXGG01133225.1:1-14771,NA
826,genome_block_34078|NSLQ01000008.1:10063-30092,NA
827,genome_block_34078|NSLQ01000008.1:1-19441,NA
828,genome_block_34078|NSLQ01000008.1:1-19334,NA
829,genome_block_34078|NSLM01000012.1:9958-29987,NA
830,genome_block_34078|NSLM01000012.1:1-19334,NA
831,genome_block_34078|NSLM01000012.1:1-19227,NA
832,genome_block_32184|KI260180.1:2815-22844,NA
833,genome_block_32184|KI260180.1:13575-33604,NA
834,genome_block_32184|KI260180.1:13468-33497,NA
835,genome_block_32184|KI259868.1:9391-29420,NA
836,genome_block_35179|SGBA01000050.1:1-16286,NA
837,genome_block_32184|KI258981.1:1-16152,NA
838,genome_block_35644|VKLW01000031.1:28518-48547,NA
839,genome_block_32184|KE993158.1:31464-51493,NA
840,genome_block_37155|OHBE01000385.1:3865-23894,NA
841,genome_block_35644|VKLY01000019.1:24474-44503,NA
842,genome_block_35644|VKLX01000018.1:11267-31296,NA
843,genome_block_35644|VKLW01000012.1:51267-71296,NA
844,genome_block_32217|BAIU01000008.1:63360-83388,NA
845,genome_block_32217|BAIU01000008.1:52176-72205,NA
846,genome_block_32184|KE993085.1:45940-65968,NA
847,genome_block_32184|KE993085.1:35019-55048,NA
848,genome_block_32217|BAIU01000014.1:4957-24986,NA
849,genome_block_32184|KE993070.1:119462-139491,NA
850,genome_block_34839|QZLQ01001900.1:1-11922,257
851,genome_block_34370|PTNL01000023.1:48920-68949,280
852,genome_block_34370|PTMS01000046.1:7015-27044,280
853,genome_block_34036|NMMA01000069.1:1-14305,257
854,genome_block_37929|OMEW01007039.1:1-12194,NA
855,genome_block_35927|FUFJ01000025.1:1-10301,NA
856,genome_block_35927|FUFH01000052.1:50960-70988,NA
857,genome_block_34170|CP024601.1:610011-630040,NA
858,genome_block_34170|CP024601.1:609667-629696,NA
859,genome_block_34170|CP024601.1:609631-629659,NA
860,genome_block_34170|CP024601.1:609630-629659,NA
861,genome_block_34170|CP024601.1:609496-629525,NA
862,genome_block_34078|NSLV01000004.1:56121-76150,NA
863,genome_block_33855|KZ248399.1:36950-56979,NA
864,genome_block_33855|KZ248399.1:36816-56845,NA
865,genome_block_33855|KZ248399.1:36816-56844,NA
866,genome_block_33855|KZ248399.1:36779-56808,NA
867,genome_block_33855|ASYN01000130.1:35726-55755,NA
868,genome_block_33855|ASYN01000130.1:35334-55362,NA
869,genome_block_33855|ASYN01000130.1:35333-55362,NA
870,genome_block_33855|ASYN01000130.1:35259-55288,NA
871,genome_block_33854|NHRU01000001.1:120149-140178,NA
872,genome_block_33854|NHRU01000001.1:120075-140104,NA
873,genome_block_33854|NHRU01000001.1:119682-139711,NA
874,genome_block_33854|NHRU01000001.1:119307-139335,NA
875,genome_block_33854|NHRU01000001.1:119167-139196,NA
876,genome_block_32409|JRAT01000006.1:18600-38629,NA
877,genome_block_32212|KI629938.1:5055-25084,NA
878,genome_block_32212|KI629938.1:4981-25010,NA
879,genome_block_32212|KI629938.1:4569-24598,NA
880,genome_block_32212|KI629938.1:4054-24083,NA
881,genome_block_32184|KI259111.1:1-14098,NA
882,genome_block_34078|NSLR01000007.1:1-15299,NA
